budget,genres,keywords,original_language,popularity,production_companies,release_date,runtime,title,vote_average,vote_count,castgrade,directorGrade,writerGrade,class
50000000,['Comedy'],"['hotel mom', 'romantic comedy', 'lying', 'living with parents', 'pretend relationship']",en,18.806031,"['Paramount Pictures', 'Scott Rudin Productions', 'Failure to Launch Productions']",10/03/2006,97.0,Failure to Launch,5.5,399,1.0,0.0,1.0,2.0
50000000,"['Drama', 'Horror', 'Thriller']","['nun', 'based on novel', 'bath tub', 'nightmare', 'son', 'sequel', 'remake', 'vision', 'good vs evil', 'woman reporter', 'mental institution', 'videotape', 'evil child']",en,32.233713,"['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']",17/03/2005,110.0,The Ring Two,5.4,632,0.0,0.0,1.0,4.0
50000000,"['Comedy', 'Drama', 'Romance']","['soulmates', 'midlife crisis', 'marriage crisis', 'womanizer', 'law school', 'crazy', 'relationship']",en,37.990705,['Warner Bros.'],29/07/2011,118.0,"Crazy, Stupid, Love.",7.0,2443,2.0,2.0,1.0,3.0
50000000,"['Animation', 'Comedy', 'Family']","['competition', 'moderator', 'lasagne', 'garfield']",en,17.667826,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Twentieth Century Fox Animation']",10/06/2004,80.0,Garfield,5.2,820,0.0,0.0,1.0,4.0
60000000,"['Comedy', 'Family']","['holiday', 'christmas']",en,9.225166,"['Columbia Pictures', '1492 Pictures', 'Revolution Studios']",24/11/2004,99.0,Christmas with the Kranks,5.2,193,0.0,0.0,1.0,0.0
50000000,['Drama'],"['underdog', 'based on novel', 'baseball', 'teamwork', 'sport', 'partner', 'meeting', 'oakland california', 'strategy', 'voice over', 'statistics']",en,46.180421,"['Columbia Pictures', 'Scott Rudin Productions']",22/09/2011,133.0,Moneyball,7.0,1381,2.0,2.0,1.0,3.0
50000000,"['Action', 'Drama', 'Science Fiction', 'Thriller']","['river', 'general', 'research', 'army', 'serum', 'monkey', 'epidemic', 'medical research']",en,30.397496000000004,"['Kopelson Entertainment', 'Punch Productions', 'Warner Bros.', 'Arnold Kopelson Productions']",10/03/1995,127.0,Outbreak,6.3,513,2.0,2.0,1.0,4.0
50000000,"['Action', 'Thriller', 'Mystery']","['airplane', 'conspiracy', 'airplane crash', 'cell phone', 'hijack', 'one night', 'mystery killer']",en,83.295796,"['StudioCanal', 'Silver Pictures', 'TF1 Films Production', 'Canal+', 'Anton Capital Entertainment (ACE)', 'TF1', 'LOVEFiLM International']",26/01/2014,106.0,Non-Stop,6.8,2268,2.0,2.0,1.0,4.0
50000000,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'Thriller', 'Action']","['spacecraft', 'laser', 'teleportation', 'telekinesis', 'alien', 'military', 'duringcreditsstinger', 'supernatural power', 'mountain']",en,23.935053,"['Walt Disney Pictures', 'Gunn Films']",12/03/2009,98.0,Race to Witch Mountain,5.5,509,0.0,0.0,0.0,3.0
54000000,"['Action', 'Thriller', 'Fantasy']","['detective', 'vatican', 'fascism', 'satanism', 'fascist', 'dystopia', 'government', 'chancellor', 'revenge', 'personification of satan', 'torture', 'hatred', 'masked vigilante', 'catholicism', 'catholic priest', 'catholic guilt', 'jesuit', 'vengeful spirit', 'activist', 'irish catholic', 'vengeful', 'jesuit priest', 'gnosticism', 'occultism']",en,84.630969,"['Studio Babelsberg', 'DC Comics', 'Virtual Studios', 'Anarchos Productions', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'F??nfte Babelsberg Film']",15/03/2006,132.0,V for Vendetta,7.7,4442,2.0,1.0,1.0,3.0
50000000,"['Action', 'Adventure', 'Comedy', 'Western']","['london england', 'indian territory', 'emperor', 'revenge', 'murder', 'arrow', 'duringcreditsstinger', 'imperial seal']",en,16.251204,"['Spyglass Entertainment', 'Touchstone Pictures', 'Birnbaum / Barber Productions', 'Jackie Chan Films Limited', 'All Knight Productions']",06/02/2003,115.0,Shanghai Knights,6.0,692,0.0,1.0,1.0,2.0
50000000,"['Adventure', 'Animation', 'Comedy', 'Family']","['museum', 'product placement', 'balloon', 'jungle', 'monkey', 'family', 'prediction', 'cargo ship', 'curiosity']",en,9.894346,"['Imagine Entertainment', 'Universal Pictures', 'Universal Animation Studios']",10/02/2006,86.0,Curious George,6.2,106,2.0,2.0,1.0,2.0
50000000,"['Comedy', 'Family', 'Adventure', 'Fantasy', 'Romance']","['car race', 'victory', 'car', 'nascar', 'woman director']",en,12.050755,"['Walt Disney Pictures', 'Robert Simonds Productions']",22/06/2005,101.0,Herbie Fully Loaded,5.1,542,0.0,0.0,1.0,2.0
50000000,['Thriller'],"['cemetery', 'diamant', 'suspense', 'psychiatrist', 'killer']",en,11.596207000000001,"['Village Roadshow Pictures', 'NPV Entertainment', 'Regency Enterprises', 'Kopelson Entertainment', 'Epsilon Motion Pictures', 'New Regency Pictures', 'Furthur Films']",28/09/2001,113.0,Don't Say a Word,6.0,220,1.0,2.0,1.0,3.0
50000000,"['Fantasy', 'Horror', 'Action']","['witch', 'black magic', 'steampunk', 'good vs evil', 'troll', 'extreme violence', 'violence', 'witchcraft', 'evil', 'witch hunt', 'witch hunter', 'evil witch', 'duringcreditsstinger', 'hansel and gretel', 'guns', '3d']",en,53.02786999999999,"['Paramount Pictures', 'Studio Babelsberg', 'MTV Films', 'Gary Sanchez Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Deutsche Filmf?Ârderfonds (DFFF)']",17/01/2013,88.0,Hansel & Gretel: Witch Hunters,5.7,3239,0.0,1.0,1.0,4.0
50000000,"['Thriller', 'Drama']","['adultery', 'infidelity', 'eroticism', 'literature', 'lover', 'new york city', 'erotic thriller']",en,14.382253,"['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']",10/05/2002,124.0,Unfaithful,6.3,276,2.0,2.0,1.0,3.0
50000000,"['Action', 'Thriller', 'Science Fiction', 'Adventure']","['secret identity', 'alien', 'teenage boy', 'teenage hero', 'alien teenager', 'interspecies romance', 'based on young adult novel', 'superpowers']",en,43.450266,"['DreamWorks SKG', 'Reliance BIG Entertainment', 'Bay Films', 'Touchstone Pictures']",18/02/2011,109.0,I Am Number Four,5.9,1567,0.0,2.0,1.0,3.0
50000000,"['Drama', 'Thriller']","['anti terror', 'bomb', 'assassination', 'middle east', 'lebanon', 'cia', 'capitalism', 'globalization', 'loss of son', 'persia', 'war against terror', 'energy policy', 'petrol']",en,16.871194,"['Section Eight', 'Warner Bros.', 'Participant Media', 'FilmWorks', '4M', 'MID Foundation']",23/11/2005,128.0,Syriana,6.3,451,2.0,1.0,1.0,2.0
50000000,"['Action', 'Drama', 'History', 'Thriller', 'War']","['based on novel', 'assault rifle', 'mercenary', 'libya', 'biography', 'based on true story', 'heroism', 'explosion', 'american abroad', 'death', '21st century', 'cia agent', 'u.s. ambassador']",en,42.526529,"['Paramount Pictures', '3 Arts Entertainment', 'Bay Films', 'Latina Pictures', 'Dune Films']",13/01/2016,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938,2.0,2.0,1.0,2.0
50000000,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']","['love triangle', 'afterlife', 'day of the dead', 'bullfighting']",en,34.890999,"['Twentieth Century Fox Film Corporation', 'Reel FX Creative Studios', 'Twentieth Century Fox Animation', 'Chatrone']",01/10/2014,95.0,The Book of Life,7.3,755,2.0,2.0,2.0,2.0
45000000,['Thriller'],"['bank', 'technology', 'blackmail', 'hacker', 'seattle', 'computer hacker', 'firewall']",en,18.186026000000002,"['Village Roadshow Pictures', 'Thunder Road Pictures', 'Warner Bros.', 'Beacon Pictures', 'Jon Shestack Productions']",10/02/2006,105.0,Firewall,5.6,267,0.0,0.0,1.0,2.0
50000000,"['Crime', 'Drama', 'Thriller']","['corruption', 'assassination', 'washington d.c.', 'rape', 'white house', 'usa president', 'daughter', 'government', 'suspense', 'secret service', 'secret service agent']",en,13.576765,"['Columbia Pictures', 'Castle Rock Entertainment', 'Malpaso Productions']",14/02/1997,121.0,Absolute Power,6.4,223,2.0,2.0,1.0,1.0
50000000,"['Action', 'Drama']","['poem', 'middle east', 'helicopter', 'satellite', 'navy', 'sexism', 'war', 'army', 'sexual harassment', 'navy seal', 'feminist', 'soldier', 'commando', 'mental health', 'drill instructor', 'military', 'u.s. military', 'army base', 'reconnaissance', 'sexual discrimination']",en,19.434672,"['Caravan Pictures', 'Hollywood Pictures', 'First Independent Films', 'Largo Entertainment', 'Scott Free Productions', 'Trap-Two-Zero Productions']",22/08/1997,125.0,G.I. Jane,6.0,395,1.0,2.0,1.0,0.0
50000000,"['Drama', 'Thriller', 'Mystery']","['brother brother relationship', 'birthday', 'danger of life', 'birthday party', 'surprising']",en,62.925175,"['PolyGram Filmed Entertainment', 'A&B Producoes', 'Popaganda Films']",12/09/1997,129.0,The Game,7.5,1506,2.0,2.0,0.0,3.0
50000000,"['Horror', 'Mystery']","['monster', 'mother role', 'burning of witches', 'fog', 'suffering', 'darkness', 'sadism', 'supernatural', 'revenge', 'surrealism', 'gore', 'survival', 'good vs evil', 'blood', 'another dimension', 'torture', 'creature', 'violence', 'demon', 'witch burning', 'based on video game', 'dismemberment', 'religious fanatic', 'ghost town', 'sleepwalking']",en,32.927994,"['Silent Hill DCP Inc.', 'Davis-Films', 'TriStar Pictures', 'Konami']",21/04/2006,125.0,Silent Hill,6.3,1067,2.0,2.0,2.0,2.0
0,['Comedy'],"['american football', 'strike', 'sport', 'coach', 'misfit', 'american football player']",en,14.837288000000001,['Warner Bros.'],07/08/2000,118.0,The Replacements,6.1,203,2.0,0.0,1.0,0.0
50000000,['Comedy'],"['wife husband relationship', 'sequel', 'family reunion', 'masturbation', 'scat', 'high school reunion', 'quitting a job', 'milf', 'duringcreditsstinger']",en,39.920035,['Universal Pictures'],04/04/2012,113.0,American Reunion,6.1,1611,1.0,2.0,1.0,4.0
50000000,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'hostage', 'pension', 'innocence', 'police', 'hostage-taking', 'murder', 'suspense', 'conspiracy', 'bullet wound', 'negotiator']",en,28.725621000000004,"['Regency Enterprises', 'Warner Bros.']",29/07/1998,140.0,The Negotiator,6.8,582,2.0,2.0,1.0,0.0
50000000,"['Action', 'Thriller']","['tornado', 'student', 'found footage', 'disaster movie']",en,20.566554,"['New Line Cinema', 'Village Roadshow Pictures', 'Broken Road Productions', 'RatPac-Dune Entertainment']",06/08/2014,89.0,Into the Storm,5.8,817,0.0,0.0,0.0,4.0
50000000,"['Action', 'Comedy', 'Crime']","['detective', 'undercover', 'security camera', 'carousel ', 'investigation', 'weapon', 'sequel', 'rescue', 'counterfeit', 'shootout', 'dirty cop', 'gunfight', 'los angeles', 'explosion', 'violence', 'foot chase', 'framed', 'car chase', 'secret service', 'amusement park', 'roller coaster', 'beverly hills', 'buddy comedy']",en,20.333953,"['Paramount Pictures', 'Eddie Murphy Productions']",24/05/1994,104.0,Beverly Hills Cop III,5.5,434,0.0,2.0,1.0,3.0
50000000,"['Comedy', 'Horror', 'Fantasy']","['new york', 'monster', 'skyscraper', 'mutant', 'restaurant', 'human animal relationship', 'mutation', 'tv station', 'dying and death', 'water', 'research station', 'fur', 'bat', 'current', 'electric shock', 'cleverness', 'gremlin', 'cowardliness']",en,33.98637,"['Amblin Entertainment', 'Warner Bros.']",15/06/1990,106.0,Gremlins 2: The New Batch,6.2,652,2.0,2.0,1.0,0.0
50000000,['Drama'],"['father son relationship', 'judge', 'lawyer']",en,42.472324,"['Village Roadshow Pictures', 'Warner Bros.', 'Big Kid Pictures', 'Team Downey']",08/10/2014,141.0,The Judge,7.2,1417,2.0,1.0,1.0,2.0
50000000,"['Action', 'Thriller']","['helicopter', 'terrorist', 'nuclear missile', 'bridge', 'train crash', 'train', 'woman director']",en,15.931084,['DreamWorks SKG'],26/09/1997,124.0,The Peacemaker,5.8,255,0.0,0.0,1.0,0.0
45000000,"['Horror', 'Action', 'Science Fiction']","['martial arts', 'mutant', 'dystopia', 'rescue', 'conspiracy', 'evil corporation', 'zombie', 'based on video game']",en,29.880121999999997,"['Impact Pictures', 'Constantin Film Ltd.']",10/09/2004,94.0,Resident Evil: Apocalypse,6.1,1267,2.0,2.0,1.0,3.0
50000000,"['Comedy', 'Romance']","['london england', 'lovesickness', 'thailand', 'clumsy fellow', 'to drop brick', 'capture', 'woman director']",en,28.803802,"['Miramax Films', 'Universal Pictures', 'Studio Canal', 'Working Title Films', 'Atlantic Television', 'Little Bird']",10/11/2004,108.0,Bridget Jones: The Edge of Reason,6.1,750,2.0,2.0,1.0,0.0
50000000,"['Thriller', 'Crime', 'Drama']","['miami', 'florida', 'double murder', 'divorce']",en,14.993459,"['Original Film', 'Monarch Pictures', 'Metro-Goldwyn-Mayer (MGM)']",03/10/2003,105.0,Out of Time,6.1,298,2.0,2.0,1.0,1.0
50000000,"['Action', 'Thriller']","['fight', 'inuit', 'petrol', 'company', 'alaska', 'enviromental']",en,9.114168,['Warner Bros.'],18/02/1994,102.0,On Deadly Ground,4.5,104,1.0,0.0,1.0,0.0
50000000,"['Adventure', 'Family', 'Science Fiction']","['imaginary friend', 'outcast']",en,12.311010000000001,['Troublemaker Studios'],10/06/2005,92.0,The Adventures of Sharkboy and Lavagirl,4.4,269,0.0,1.0,0.0,2.0
40000000,"['Drama', 'Adventure', 'Romance', 'Thriller']","['hippie', 'exotic island', 'beach', 'map', 'group dynamics', 'shark attack', 'leader', 'thailand', 'community', 'backpacker', 'delusion', 'marijuana', 'youth', 'shark', 'extramarital affair']",en,41.362082,['Figment Films'],11/02/2000,119.0,The Beach,6.3,1233,2.0,2.0,1.0,4.0
50000000,"['Drama', 'Comedy', 'Romance']","['new york', 'pastor', 'world of fasion', 'loss of parents', 'mannequin', 'fashion designer', 'family relationships']",en,13.298205,"['Touchstone Pictures', 'Beacon Pictures', 'Mandeville Films']",27/05/2004,119.0,Raising Helen,5.9,189,0.0,0.0,1.0,0.0
40000000,"['Action', 'Crime', 'Thriller']","['assassination', 'assassin', 'ninja fighter', 'revenge', 'ninja', 'ninjutsu']",en,19.085403,"['Studio Babelsberg', 'Anarchos Productions', 'Legendary Pictures', 'Dark Castle Entertainment', 'Silver Pictures', 'Warner Bros.', 'Medienboard Berlin-Brandenburg', 'Deutsche Filmf?Ârderfonds (DFFF)', 'Rocklock Films']",29/09/2009,99.0,Ninja Assassin,6.2,371,2.0,1.0,2.0,2.0
50000000,"['Drama', 'Romance']","['baseball', 'trainer', 'career', 'legend', 'training', 'sport']",en,9.622345,"['Universal Pictures', 'Beacon Pictures']",17/09/1999,137.0,For Love of the Game,6.3,88,2.0,2.0,1.0,0.0
50000000,"['Drama', 'Thriller', 'Crime']","['blackmail', 'strip club', 'striptease', 'police', 'u.s. congress']",en,11.106005999999999,"['Columbia Pictures', 'Castle Rock Entertainment']",28/06/1996,115.0,Striptease,4.4,205,0.0,0.0,1.0,3.0
50000000,"['Family', 'Comedy']",[],en,12.256219999999999,['Twentieth Century Fox Film Corporation'],04/06/2010,87.0,Marmaduke,5.0,149,1.0,0.0,0.0,2.0
50000000,"['Drama', 'Fantasy']",[],en,13.365715,"['Amblin Entertainment', 'Malpaso Productions', 'Warner Bros.', 'Kennedy/Marshall Company, The']",15/10/2010,129.0,Hereafter,5.8,510,0.0,2.0,1.0,3.0
50000000,"['Crime', 'Drama', 'Thriller']","['detective', 'secret', 'fbi', 'homicide', 'evidence', 'nerd', 'vice', 'intellectual', 'high school', 'partner', 'murder', 'rich', 'forensic']",en,16.167092999999998,"['Castle Rock Entertainment', 'Warner Bros.', 'Schroeder Hoffman Productions']",19/04/2002,120.0,Murder by Numbers,6.0,268,0.0,0.0,1.0,1.0
50000000,"['Action', 'Adventure', 'Crime', 'Thriller']","['competition', 'assassination', 'cia', 'bank', 'cat', 'mexican standoff', 'seattle', 'hitman', 'mission of murder', 'hidden camera', 'rivalry', 'rescue', 'shootout', 'police chase', 'sniper rifle', 'silencer', 'double cross', 'caribbean', 'detroit michigan']",en,23.073933,"['Silver Pictures', 'Canal+', 'Warner Bros.', 'Dino De Laurentiis Company', 'Donner/Shuler-Donner Productions', 'Evansgideon/Lazar']",06/10/1995,132.0,Assassins,6.0,387,0.0,2.0,1.0,0.0
50000000,"['Crime', 'Drama', 'Thriller']","['winter', 'psychopath', 'horror', 'serial killer']",en,6.5670649999999995,"['Ingenious Film Partners', 'ETIC Films', 'Quinta Communications', 'Dino De Laurentiis Company', 'Zephyr Films', 'Young Hannibal Productions', 'Carthago Films S.a.r.l.']",06/02/2007,121.0,Hannibal Rising,6.0,654,1.0,1.0,1.0,2.0
50000000,"['Comedy', 'Drama', 'Romance']","[""love of one's life"", 'therapist', 'psychology', 'wedding', 'relationship', 'divorce']",en,6.22577,"['Universal Pictures', 'Castle Rock Entertainment']",13/10/1999,95.0,The Story of Us,5.9,75,0.0,2.0,1.0,1.0
44000000,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']","['based on novel', 'mass murder', 'dystopia', 'genocide', 'alien invasion', 'duringcreditsstinger', 'interspecies romance', 'alien parasites']",en,42.933027,"['Nick Wechsler Productions', 'Open Road Films', 'Silver Reel', 'Chockstone Pictures']",22/03/2013,125.0,The Host,6.0,1817,0.0,1.0,1.0,2.0
50000000,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']","['drug addiction', 'military court', 'panama', 'military service', 'court', 'ranger', 'supreme court', 'lager', 'military crime']",en,19.226763000000002,"['Intermedia Films', 'Krane Entertainment']",18/04/2003,98.0,Basic,6.2,286,2.0,2.0,1.0,0.0
50000000,"['Crime', 'Drama', 'Mystery', 'Thriller']","['houseboat', 'heart', 'investigation', 'police', 'ex-cop', 'suspense', 'heart transplant', 'fbi profiler']",en,10.089065,"['Malpaso Productions', 'Warner Bros.']",04/08/2002,110.0,Blood Work,6.1,206,2.0,2.0,1.0,0.0
50000000,"['Drama', 'Thriller', 'Crime']",['duringcreditsstinger'],en,13.391832999999998,"['Studio Babelsberg', 'Atlas Entertainment', 'Mosaic Media Group', 'X-Filme Creative Pool']",03/02/2009,118.0,The International,6.0,368,0.0,2.0,1.0,1.0
50000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['prison', 'usa president', 'earthquake', 'dystopia', 'attempt to escape', 'los angeles', 'reluctant hero']",en,21.637234,"['Paramount Pictures', 'Rysher Entertainment']",09/08/1996,97.0,Escape from L.A.,5.6,373,1.0,1.0,1.0,0.0
70000000,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']","['cold war', 'friendship', 'giant robot', 'sitting on a toilet', 'fear of unknown', '1950s', 'laxative']",en,61.245957,['Warner Bros. Animation'],06/08/1999,86.0,The Iron Giant,7.6,1436,2.0,2.0,1.0,0.0
50000000,"['Adventure', 'Comedy', 'Drama']","['ocean', 'film making', 'loss of mother', 'cynic', 'red cap', 'ship']",en,25.237969,"['Touchstone Pictures', 'American Empirical Pictures']",10/12/2004,119.0,The Life Aquatic with Steve Zissou,7.1,775,2.0,2.0,1.0,0.0
50000000,"['War', 'Action', 'Drama', 'History', 'Thriller']","['slavery', 'american civil war']",en,21.589392999999998,"['Larger Than Life Productions', 'Vendian Entertainment', 'Route One Films']",24/06/2016,139.0,Free State of Jones,6.6,428,2.0,2.0,2.0,0.0
50000000,"['Drama', 'Thriller', 'Crime']","['prison', 'journalist', 'texas', 'professor', 'death penalty', 'death row', 'interview', 'murder', 'reporter', 'intern', 'innocent', 'activist']",en,22.442241,"['Mikona Productions GmbH & Co. KG', 'Universal Pictures', 'Intermedia Films', 'Saturn Films', 'Dirty Hands Productions']",21/02/2003,130.0,The Life of David Gale,7.3,480,2.0,2.0,1.0,0.0
40000000,"['Comedy', 'Action']",[],en,6.004422,"['Revolution Studios', 'Bel Air Entertainment']",25/02/2005,100.0,Man of the House,5.4,120,0.0,0.0,0.0,0.0
50000000,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['hitman', 'revenge', 'murder', 'on the run', 'mobster']",en,74.64653,"['Vertigo Entertainment', 'Energy Entertainment', 'RatPac-Dune Entertainment']",11/03/2015,114.0,Run All Night,6.3,1148,2.0,2.0,2.0,2.0
51500000,"['Thriller', 'Crime', 'Mystery']","['london england', 'gay', 'male nudity', 'female nudity', 'father son relationship', 'sex', 'jealousy', 'underworld', 'undercover', 'hitman', 'russian', 'diary', 'human trafficking', 'midwife', 'murder', 'mother daughter relationship', 'orphan', 'gangster', 'motorcycle', 'bathhouse']",en,35.481169,"['BBC Films', 'Serendipity Point Films', 'T?®l?®film Canada', 'Astral Media', 'Scion Films', 'Focus Features', 'Corus Entertainment', 'Shine Pictures', 'Kudos Film and Television']",14/09/2007,100.0,Eastern Promises,7.2,848,2.0,2.0,1.0,1.0
50000000,"['Action', 'Thriller', 'Adventure', 'Crime']","['diving', 'cocaine', 'shipwreck', 'sailing', 'airplane', 'wrack']",en,14.723467000000001,"['Columbia Pictures Corporation', 'Mandalay Pictures', 'Metro-Goldwyn-Mayer (MGM)']",30/09/2005,110.0,Into the Blue,5.8,458,0.0,0.0,1.0,0.0
60000000,"['Adventure', 'Drama', 'Action', 'History', 'War']","['schizophrenia', 'france', 'rape', 'siege', 'biography', 'orléans', 'charles vii.', 'false history', 'joan of arc', 'religious delusions']",fr,21.084542000000006,"['Columbia Pictures', 'Gaumont']",18/10/1999,148.0,The Messenger: The Story of Joan of Arc,6.2,367,2.0,2.0,2.0,1.0
49900000,['Comedy'],"['kidnapping', 'traitor', 'virgin', 'prince', 'princess', 'revenge', 'minotaur', 'knight', 'dragon', 'wedding', 'king', 'sword and sorcery']",en,21.408222,"['Universal Pictures', 'Stuber Productions']",08/04/2011,102.0,Your Highness,5.2,501,0.0,1.0,0.0,0.0
50000000,"['Drama', 'Thriller', 'Mystery']","['house fire', 'extension ladder', 'last day on job']",en,19.267479,"['Cliffjack Motion Pictures', 'Morgan Creek Productions']",30/09/2011,84.0,Dream House,5.8,391,0.0,2.0,1.0,0.0
50000000,"['Action', 'Drama', 'Thriller']","['journalist', 'museum', 'hostage drama', 'independent film']",en,3.314004,"['Warner Bros.', 'Arnold Kopelson Productions']",07/11/1997,114.0,Mad City,5.9,81,1.0,1.0,1.0,0.0
50000000,"['Action', 'Adventure', 'Comedy', 'Family']","['baby', 'hoodlum', 'lost child']",en,21.312185999999997,['Twentieth Century Fox Film Corporation'],01/07/1994,99.0,Baby's Day Out,5.8,274,1.0,0.0,1.0,0.0
50000000,"['Drama', 'History', 'Romance']","['based on novel', 'burning of witches', 'puritan', 'pregnancy', 'period drama', 'extramarital affair']",en,7.44268,"['Hollywood Pictures', 'Cinergi Pictures Entertainment']",13/10/1995,135.0,The Scarlet Letter,5.5,108,1.0,0.0,1.0,0.0
22000000,"['Drama', 'Thriller']","['cia', 'nuclear scientist', 'iraq', 'politician', 'duringcreditsstinger']",en,12.549489999999999,"['River Road Entertainment', 'Participant Media']",20/05/2010,108.0,Fair Game,6.5,235,2.0,2.0,1.0,1.0
50000000,"['Action', 'Crime']","['bounty hunter', 'fbi', 'weapon', 'spectacle']",en,18.394571,"['New Line Cinema', 'Davis-Films', 'Metropolitan Filmexport', 'Scott Free Productions', 'Domino 17521']",22/09/2005,127.0,Domino,6.0,444,1.0,2.0,1.0,0.0
50000000,"['Action', 'Thriller', 'Mystery', 'Romance']","['callgirl', 'san francisco', 'investigation', 'murder']",en,8.189406,['Paramount Pictures'],13/10/1995,95.0,Jade,5.2,44,0.0,2.0,1.0,0.0
50000000,"['Action', 'Thriller', 'Science Fiction']","['dystopia', 'mind control', 'gun battle', 'wrongful imprisonment', 'dystopic future', 'wrongful conviction', 'online gaming']",en,27.631262,"['Lakeshore Entertainment', 'Lionsgate']",03/09/2009,95.0,Gamer,5.6,760,0.0,0.0,0.0,0.0
60000000,"['Fantasy', 'Drama', 'Romance']","['civil war', 'southern usa', 'magic', 'light', 'dark', 'class prejudice', 'casters', 'based on young adult novel']",en,40.721373,"['Alcon Entertainment', 'Warner Bros.', 'Belle Pictures', '3 Arts Entertainment']",13/02/2013,124.0,Beautiful Creatures,5.6,984,0.0,1.0,1.0,1.0
55000000,"['Comedy', 'Crime', 'Drama', 'Thriller']","['corruption', 'moderator', 'tv show', 'success', 'irish mob', 'duringcreditsstinger']",en,11.329727,"['Senator Film Produktion', 'Mad Chance', 'Warner Bros.', 'Filmfour']",28/03/2002,109.0,Death to Smoochy,5.9,132,1.0,0.0,1.0,0.0
50000000,['Comedy'],"['stupidity', 'sequel', 'fashion', 'male model', 'fashion model', 'modeling']",en,37.253774,"['Scott Rudin Productions', 'Red Hour Films']",06/02/2016,100.0,Zoolander 2,4.7,797,0.0,1.0,0.0,1.0
50000000,"['Comedy', 'Crime']","['hotel', 'robbery', 'based on novel', 'judge', 'hawaii', 'blackmail', 'seduction', 'yacht', 'waterfall', 'delinquency', 'safe', 'stolen money', 'deception', 'skinny dipping', 'cell phone', 'double cross', 'beach house', 'elmore leonard', 'scheming', 'yellow bikini']",en,6.397387999999999,"['Shangri-La Entertainment', 'Material', 'Taormina Productions']",30/01/2004,88.0,The Big Bounce,5.0,76,1.0,1.0,1.0,0.0
60000000,"['Comedy', 'Drama', 'Romance', 'Science Fiction']","['noises', 'alien life-form', 'erection', 'neue frau', 'alien', 'reproduction']",en,2.275331,['Columbia Pictures'],03/03/2000,105.0,What Planet Are You From?,5.4,37,1.0,2.0,1.0,0.0
50000000,"['Fantasy', 'Thriller', 'Action', 'Crime']","['bone', 'car explosion', 'premarital sex', 'satanic cult', ""driver's license"", 'finger gun', 'backhand slap', 'car jump', 'man punching a woman', 'magic trick']",en,30.387148,"['Summit Entertainment', 'Saturn Films', 'Nu Image Films', 'Millennium Films', 'Michael De Luca Productions']",24/02/2011,105.0,Drive Angry,5.3,600,0.0,0.0,0.0,0.0
50000000,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['martial arts', 'revenge', 'street fighter', 'based on video game']",en,8.139676,"['Twentieth Century Fox Film Corporation', 'Hyde Park Films']",27/02/2009,97.0,Street Fighter: The Legend of Chun-Li,3.9,112,1.0,0.0,1.0,0.0
49000000,"['Action', 'Science Fiction', 'Thriller']",['dual identity'],en,21.746245000000002,"['Columbia Pictures', 'Revolution Studios', 'Hard Eight Pictures', 'Wonder works studios entertainment group']",02/11/2001,87.0,The One,5.7,437,0.0,0.0,1.0,2.0
49000000,"['Action', 'Comedy', 'Thriller', 'Crime', 'Mystery']","['rock and roll', 'show business', 'rock star', 'heavy metal', 'murder', 'private detective']",en,2.8084279999999997,"['Twentieth Century Fox Film Corporation', 'Silver Pictures']",11/07/1990,104.0,The Adventures of Ford Fairlane,6.2,71,2.0,1.0,1.0,0.0
50000000,"['Drama', 'Comedy']","['great britain', 'musical', 'rock', 'pirate radio', 'swinging 60s']",en,31.02233,"['Universal Pictures', 'Studio Canal', 'Working Title Films', 'Medienproduktion Prometheus Filmgesellschaft', 'Portobello Studios', 'Tightrope Pictures']",01/04/2009,116.0,The Boat That Rocked,7.2,666,2.0,2.0,2.0,0.0
48000000,"['Thriller', 'Drama', 'Crime']","['usa', 'war on drugs', 'drug traffic', 'drug dealer', 'drug smuggle', 'addicted', 'police operation', 'united states–mexico barrier', 'addiction', 'drug lord']",en,25.170217,"['USA Films', 'Initial Entertainment Group (IEG)', 'Bedford Falls Company, The', 'Compulsion Inc.', 'Splendid Medien AG']",27/12/2000,147.0,Traffic,6.9,562,2.0,2.0,1.0,4.0
